Soil_Type,Soil_pH,Soil_Moisture,Organic_Carbon,Electrical_Conductivity,Temperature_C,Humidity,Rainfall_mm,Sunlight_Hours,Wind_Speed_kmh,Crop_Type,Crop_Growth_Stage,Season,Irrigation_Type,Water_Source,Field_Area_hectare,Mulching_Used,Previous_Irrigation_mm,Region,Irrigation_Need
Clay,7.19,52.17,1.19,2.4,35.05,90.8,17.49,9.67,2.8,Maize,Harvest,Kharif,Sprinkler,Reservoir,13.94,No,87.06,Central,Medium
Sandy,8.15,61.62,1.31,1.76,39.76,33.62,354.89,6.95,17.95,Maize,Flowering,Rabi,Drip,River,0.39,Yes,76.06,North,Medium
Sandy,6.3,25.23,0.83,2.89,39.43,91.61,779.74,7.66,13.74,Rice,Harvest,Zaid,Rainfed,River,7.8,Yes,4.15,West,Low
Silt,6.56,57.08,0.49,0.57,28.55,79.47,474.89,4.37,3.79,Potato,Sowing,Kharif,Drip,Rainwater,7.68,Yes,68.43,East,Low
Clay,6.57,35.87,1.33,1.12,14.37,82.96,723.78,10.18,10.89,Wheat,Sowing,Zaid,Sprinkler,Reservoir,2.39,Yes,18.73,West,Low
Loamy,6.63,17.34,0.89,3.33,14.2,37.1,1360.1,4.98,6.85,Sugarcane,Sowing,Zaid,Canal,Reservoir,8.97,Yes,82.71,North,Low
Silt,6.56,46.12,1.38,1.98,24.08,71.88,52.7,5.93,14.36,Wheat,Harvest,Zaid,Rainfed,River,7.9,Yes,58.6,West,Low
Clay,4.83,46.99,0.87,3.26,33.99,82.2,160.7,6.22,12.74,Cotton,Sowing,Kharif,Canal,Rainwater,14.03,No,30.14,South,Medium
Silt,4.81,24.35,0.58,2.44,26.92,64.06,2139.35,4.81,4.2,Potato,Vegetative,Kharif,Rainfed,Rainwater,1.09,No,110.43,East,Medium
Loamy,5.13,9.57,0.52,3.25,30.82,63.58,1305.8,10.45,5.22,Cotton,Flowering,Rabi,Sprinkler,Rainwater,9.09,Yes,45.04,South,Medium
Silt,5.15,19.39,1.27,1.18,37.3,36.16,2338.83,10.79,14.24,Wheat,Vegetative,Rabi,Canal,Reservoir,0.4,No,97.77,South,High
Silt,7.2,30.79,1.05,0.41,13.21,54.0,8.19,10.06,13.67,Rice,Sowing,Rabi,Drip,Rainwater,7.68,Yes,100.99,West,Low
Silt,5.5,17.55,0.83,2.83,39.71,35.54,0.38,6.42,6.59,Maize,Harvest,Rabi,Canal,River,12.86,No,42.1,East,Medium
Clay,7.84,19.06,0.94,2.84,21.93,93.1,1848.99,4.39,9.83,Maize,Vegetative,Zaid,Sprinkler,River,7.16,No,7.32,East,Medium
Loamy,7.96,30.31,1.01,2.2,13.4,72.94,1190.63,5.28,9.61,Potato,Flowering,Kharif,Rainfed,Reservoir,7.9,Yes,30.87,North,Low
Sandy,8.12,62.82,0.61,2.07,37.06,28.39,2284.5,9.4,2.93,Sugarcane,Harvest,Kharif,Canal,Groundwater,3.85,Yes,91.76,South,Low
Clay,7.99,51.56,0.79,3.21,40.02,58.37,1966.46,6.0,12.61,Rice,Harvest,Kharif,Drip,Rainwater,4.87,Yes,27.11,East,Low
Sandy,5.72,26.23,0.68,0.7,35.06,69.66,1259.91,10.25,5.66,Sugarcane,Flowering,Zaid,Sprinkler,Rainwater,8.83,No,82.2,East,Medium
Sandy,6.53,62.24,0.8,2.2,36.14,31.69,1196.31,9.85,9.47,Wheat,Sowing,Kharif,Drip,Reservoir,1.9,No,32.81,West,Low
Clay,5.4,44.8,0.95,0.27,38.14,71.55,2027.95,5.66,1.9,Potato,Sowing,Zaid,Canal,Groundwater,5.28,Yes,67.06,West,Low
Clay,7.54,33.96,0.53,0.58,27.67,37.41,2009.27,8.85,12.47,Sugarcane,Sowing,Rabi,Rainfed,Groundwater,1.56,No,94.45,South,Low
Loamy,7.82,34.69,0.81,1.59,32.41,53.55,692.36,7.1,16.87,Cotton,Flowering,Kharif,Drip,Groundwater,13.29,Yes,112.93,South,Medium
Loamy,7.69,31.41,0.8,2.89,20.59,68.79,1686.59,5.5,11.61,Sugarcane,Sowing,Rabi,Rainfed,Groundwater,8.49,No,21.96,East,Low
Silt,6.27,21.28,0.67,2.59,19.49,50.55,1608.01,8.13,12.14,Maize,Vegetative,Kharif,Drip,Rainwater,8.04,Yes,53.05,South,Medium
Sandy,7.38,30.04,1.6,3.41,30.27,51.66,2140.21,9.86,13.63,Cotton,Harvest,Rabi,Rainfed,Reservoir,11.12,No,71.5,East,Low
Loamy,5.13,38.09,0.4,0.25,34.04,84.05,2171.45,10.49,4.33,Maize,Vegetative,Kharif,Rainfed,River,0.74,Yes,6.82,North,Low
Silt,4.94,38.1,1.14,1.4,23.91,46.65,670.7,4.41,1.84,Wheat,Flowering,Zaid,Rainfed,River,10.99,Yes,92.86,West,Low
Loamy,7.36,51.42,0.53,0.64,24.01,70.86,2199.36,6.93,17.15,Sugarcane,Flowering,Rabi,Sprinkler,River,13.83,Yes,51.36,South,Low
Clay,6.25,28.45,1.39,0.23,40.63,84.44,2311.43,8.23,17.01,Potato,Vegetative,Rabi,Canal,Groundwater,13.24,No,55.16,South,Medium
Loamy,8.18,48.86,1.49,1.0,27.55,35.69,274.09,6.37,11.12,Sugarcane,Flowering,Zaid,Rainfed,Rainwater,2.75,No,119.7,Central,Medium
Sandy,5.13,40.95,0.82,0.93,41.59,28.21,1434.37,6.22,4.34,Sugarcane,Harvest,Zaid,Sprinkler,River,4.99,Yes,39.78,Central,Low
Loamy,7.71,62.83,1.37,1.53,37.89,82.79,1091.16,9.4,16.44,Rice,Harvest,Rabi,Canal,Rainwater,2.12,No,61.47,East,Low
Sandy,6.43,29.96,0.62,0.58,31.19,63.58,1004.96,9.48,4.79,Potato,Sowing,Zaid,Rainfed,Rainwater,7.67,No,118.88,South,Low
Clay,7.61,59.37,0.48,1.76,12.27,82.94,1762.07,9.1,17.29,Rice,Sowing,Rabi,Drip,Reservoir,3.78,Yes,74.67,South,Low
Sandy,7.58,54.78,0.71,3.23,20.88,39.91,323.92,10.29,8.76,Cotton,Harvest,Rabi,Drip,River,2.71,Yes,50.3,East,Low
Loamy,7.91,44.35,0.74,2.64,24.53,83.28,2049.86,7.46,1.62,Maize,Flowering,Rabi,Sprinkler,Reservoir,4.08,Yes,66.44,Central,Low
Silt,5.81,45.31,0.82,2.96,31.58,31.67,66.5,9.51,16.43,Wheat,Sowing,Rabi,Canal,Rainwater,8.47,Yes,2.95,North,Medium
Clay,8.03,12.83,0.78,2.84,23.87,86.82,1445.75,4.08,11.43,Rice,Flowering,Zaid,Sprinkler,Reservoir,6.62,Yes,48.77,East,Medium
Loamy,5.32,62.16,0.83,1.42,36.83,82.58,563.4,10.91,6.71,Maize,Sowing,Rabi,Rainfed,Groundwater,1.41,No,14.51,East,Low
Clay,5.08,14.1,1.22,2.51,31.89,64.71,1668.67,10.43,9.33,Sugarcane,Vegetative,Zaid,Sprinkler,Rainwater,6.75,Yes,57.2,North,Medium
Clay,6.27,40.1,0.62,2.66,22.41,67.58,1313.58,9.89,17.78,Sugarcane,Vegetative,Kharif,Rainfed,Groundwater,4.78,Yes,38.9,North,Low
Loamy,7.62,26.81,0.32,0.8,35.53,49.21,2499.38,8.11,4.46,Maize,Sowing,Rabi,Rainfed,Rainwater,14.68,No,81.45,West,Low
Loamy,6.41,32.5,0.94,3.02,21.09,39.11,2155.81,7.81,2.52,Sugarcane,Harvest,Kharif,Drip,River,10.65,No,111.24,South,Low
Silt,7.62,42.78,0.88,1.66,13.88,56.88,841.58,5.05,15.8,Potato,Harvest,Zaid,Canal,Groundwater,5.71,No,31.23,Central,Low
Clay,7.28,59.8,0.38,0.16,17.18,71.02,1321.21,4.38,12.62,Rice,Flowering,Rabi,Sprinkler,Reservoir,2.07,Yes,110.69,Central,Low
Clay,5.51,34.08,0.47,2.29,12.08,94.89,794.53,5.79,17.46,Wheat,Sowing,Zaid,Rainfed,Reservoir,1.19,No,6.36,West,Low
Loamy,8.03,64.3,0.96,2.4,36.97,82.21,1821.98,5.06,6.61,Rice,Flowering,Zaid,Drip,Rainwater,9.79,Yes,28.49,South,Low
Sandy,5.01,41.79,0.61,1.98,30.81,55.4,1056.03,7.93,11.44,Sugarcane,Sowing,Rabi,Drip,Rainwater,1.37,Yes,17.87,East,Low
Loamy,7.85,17.15,1.44,0.82,29.12,77.03,288.59,6.33,1.33,Wheat,Harvest,Rabi,Rainfed,River,11.11,Yes,86.07,South,Medium
Clay,5.84,18.83,0.53,1.74,31.86,32.56,1652.01,6.72,17.01,Sugarcane,Vegetative,Zaid,Sprinkler,River,1.96,No,57.69,West,High
Loamy,6.5,48.82,0.33,1.46,31.61,54.05,27.66,4.18,4.23,Wheat,Vegetative,Kharif,Canal,Groundwater,1.07,No,13.36,North,Medium
Silt,6.24,10.87,0.88,3.41,28.96,54.74,743.23,7.84,2.74,Cotton,Vegetative,Zaid,Sprinkler,Reservoir,14.82,Yes,107.13,West,Medium
Sandy,5.38,35.38,1.58,2.9,37.27,94.92,2267.86,8.59,9.95,Sugarcane,Sowing,Rabi,Canal,Rainwater,14.44,No,23.34,West,Low
Loamy,6.02,16.45,1.12,2.69,25.23,52.37,235.44,6.34,15.03,Cotton,Sowing,Kharif,Canal,Reservoir,8.75,No,24.65,North,Medium
Silt,5.46,32.69,0.76,0.72,36.14,30.83,1261.06,4.92,4.59,Rice,Flowering,Zaid,Sprinkler,Rainwater,13.71,Yes,110.3,East,Low
Clay,5.49,50.75,0.32,1.23,35.6,29.71,1987.72,8.93,5.05,Rice,Sowing,Zaid,Canal,Reservoir,14.59,No,57.47,Central,Low
Loamy,5.44,34.15,0.93,1.39,17.99,73.89,2261.26,4.9,6.65,Rice,Vegetative,Rabi,Canal,Rainwater,6.82,No,86.48,West,Low
Clay,6.46,17.32,0.57,1.77,25.61,45.24,1399.6,9.72,16.32,Sugarcane,Sowing,Kharif,Sprinkler,River,0.45,No,67.38,East,Medium
Silt,7.51,22.36,1.14,0.2,37.05,85.82,382.95,7.82,15.07,Maize,Sowing,Rabi,Sprinkler,Groundwater,9.42,No,109.2,South,Medium
Clay,6.73,28.95,1.06,2.12,36.93,58.81,2352.14,5.66,5.76,Cotton,Harvest,Zaid,Sprinkler,River,6.16,No,119.4,East,Low
Silt,7.84,11.96,0.64,1.32,12.72,48.13,1873.15,10.29,5.48,Cotton,Flowering,Zaid,Sprinkler,Groundwater,10.21,No,9.4,South,Medium
Silt,6.96,41.31,0.39,2.01,18.69,78.14,989.18,4.99,18.18,Cotton,Vegetative,Rabi,Sprinkler,River,2.92,Yes,33.66,South,Low
Silt,7.14,42.63,1.28,0.13,24.72,54.23,692.45,8.21,12.49,Potato,Harvest,Zaid,Drip,Groundwater,14.8,Yes,64.05,Central,Low
Loamy,7.07,11.54,1.06,1.19,13.41,76.62,119.29,8.32,4.89,Sugarcane,Harvest,Rabi,Sprinkler,Reservoir,11.61,Yes,88.43,Central,Medium
Clay,6.33,30.93,1.39,2.71,19.82,74.99,478.58,4.26,3.24,Cotton,Vegetative,Kharif,Drip,Reservoir,4.65,Yes,59.99,West,Low
Clay,7.14,31.6,0.64,1.8,19.75,75.62,1944.19,8.27,1.79,Cotton,Vegetative,Rabi,Rainfed,Reservoir,11.63,No,12.62,South,Low
Sandy,5.04,27.03,1.15,2.78,18.44,85.0,271.57,8.86,5.3,Cotton,Vegetative,Rabi,Canal,Rainwater,12.81,Yes,98.27,West,Medium
Sandy,7.72,39.79,0.45,2.48,23.9,84.39,323.53,10.37,14.54,Sugarcane,Harvest,Zaid,Rainfed,River,7.54,No,16.69,North,Low
Sandy,7.44,27.72,0.68,3.01,36.39,71.52,489.83,8.96,7.75,Sugarcane,Sowing,Zaid,Sprinkler,Rainwater,6.28,No,57.95,North,Low
Sandy,5.63,31.74,1.15,0.13,19.32,91.99,988.35,7.39,19.32,Potato,Vegetative,Kharif,Rainfed,Rainwater,3.77,No,53.92,South,Medium
Clay,7.41,53.46,1.37,0.99,29.46,26.45,472.68,9.97,6.82,Maize,Vegetative,Kharif,Canal,River,12.58,Yes,59.8,South,Low
Silt,4.84,17.24,0.72,1.97,28.73,90.13,2260.76,6.48,3.43,Cotton,Harvest,Zaid,Drip,River,6.32,No,16.64,North,Low
Silt,5.54,43.29,1.34,3.3,36.54,35.38,644.14,9.99,3.94,Potato,Sowing,Kharif,Sprinkler,Groundwater,12.03,No,19.67,South,Low
Loamy,5.02,36.82,1.18,2.41,23.82,39.82,2298.72,9.91,10.02,Maize,Vegetative,Rabi,Rainfed,Rainwater,13.15,Yes,83.83,Central,Low
Silt,7.45,25.39,0.75,1.65,18.71,82.22,2462.36,8.23,18.78,Cotton,Vegetative,Kharif,Drip,River,8.42,No,31.54,North,Medium
Clay,7.37,49.47,1.44,0.54,38.75,53.03,1887.01,6.41,18.06,Cotton,Vegetative,Zaid,Sprinkler,Reservoir,2.87,Yes,30.42,South,Medium
Clay,7.57,39.42,0.96,1.78,36.99,54.77,18.59,8.14,4.07,Rice,Sowing,Kharif,Rainfed,River,0.86,Yes,48.68,West,Low
Clay,4.82,35.21,1.14,1.6,30.65,43.29,600.05,10.34,15.21,Potato,Flowering,Zaid,Sprinkler,Reservoir,10.68,Yes,33.52,South,Medium
Loamy,6.5,46.06,0.94,2.75,14.8,40.71,668.33,8.46,15.17,Rice,Sowing,Kharif,Canal,Reservoir,12.94,No,116.52,North,Low
Sandy,7.2,53.73,0.89,1.51,12.48,32.44,1356.89,9.88,3.72,Maize,Vegetative,Rabi,Drip,River,13.02,No,82.89,North,Low
Silt,5.33,63.44,1.4,1.18,17.48,38.77,395.98,6.41,6.31,Sugarcane,Sowing,Kharif,Canal,Reservoir,5.55,No,89.09,North,Low
Clay,7.01,43.87,0.68,0.41,17.9,64.67,193.04,6.05,1.98,Maize,Flowering,Zaid,Drip,Reservoir,3.41,Yes,109.19,South,Medium
Clay,5.09,57.84,0.35,0.26,16.09,74.46,440.89,5.79,1.96,Rice,Harvest,Kharif,Rainfed,Rainwater,1.15,No,11.6,East,Low
Sandy,5.42,8.06,1.44,1.59,19.87,76.72,818.38,7.44,9.12,Wheat,Flowering,Zaid,Sprinkler,River,3.7,No,51.24,North,Medium
Clay,6.42,38.22,1.37,1.28,22.14,50.91,123.02,7.02,9.94,Sugarcane,Harvest,Rabi,Sprinkler,River,4.09,No,72.61,Central,Low
Silt,7.02,20.23,0.78,1.99,34.63,89.54,488.41,9.98,1.14,Wheat,Sowing,Zaid,Rainfed,Reservoir,8.91,Yes,92.53,East,Low
Loamy,5.3,13.37,0.54,2.52,33.29,48.01,418.8,4.79,19.34,Sugarcane,Harvest,Zaid,Sprinkler,Groundwater,3.8,Yes,115.73,South,Medium
Clay,5.43,38.32,1.18,0.24,15.13,32.78,1930.9,7.88,9.98,Rice,Harvest,Zaid,Sprinkler,Reservoir,3.83,No,82.95,South,Low
Silt,5.5,50.57,0.4,1.79,41.31,91.17,423.94,6.82,15.86,Wheat,Harvest,Kharif,Sprinkler,Groundwater,5.37,No,110.19,South,Low
Clay,5.61,31.5,0.85,3.03,34.56,62.85,1978.85,10.56,12.88,Potato,Vegetative,Kharif,Rainfed,Reservoir,9.99,No,117.84,South,Medium
Sandy,5.57,46.2,0.41,1.65,16.9,93.0,1270.46,9.52,12.58,Wheat,Flowering,Kharif,Rainfed,Reservoir,6.16,No,82.48,Central,Medium
Clay,6.14,35.91,1.08,1.87,15.73,52.56,1894.64,7.03,6.41,Potato,Sowing,Kharif,Drip,Rainwater,11.06,Yes,85.76,North,Low
Clay,7.02,32.91,0.34,1.76,14.63,78.02,1125.89,8.48,17.8,Cotton,Harvest,Zaid,Rainfed,Reservoir,6.68,Yes,117.5,West,Low
Loamy,6.29,24.54,1.12,1.43,33.95,32.7,2252.64,9.22,6.34,Wheat,Vegetative,Rabi,Canal,Rainwater,11.98,Yes,93.54,Central,Medium
Sandy,7.44,29.81,1.18,0.47,19.09,84.79,691.3,4.5,19.05,Cotton,Vegetative,Rabi,Drip,River,7.07,Yes,97.01,East,Low
Sandy,7.25,27.94,0.93,0.53,14.19,36.95,1917.02,8.72,1.27,Rice,Sowing,Rabi,Sprinkler,Reservoir,12.32,Yes,10.55,East,Low
Loamy,5.23,44.83,0.53,0.71,24.65,29.81,408.55,4.98,2.74,Wheat,Vegetative,Kharif,Sprinkler,River,12.66,No,118.1,West,Low
Clay,4.97,14.61,0.43,2.79,33.26,31.84,2206.61,5.32,14.67,Cotton,Sowing,Kharif,Sprinkler,Reservoir,11.64,Yes,62.01,West,Medium
Silt,7.79,13.28,0.71,1.04,21.14,64.02,71.1,7.23,12.37,Wheat,Flowering,Rabi,Rainfed,Rainwater,8.17,No,103.47,South,High
Sandy,5.07,45.62,0.9,3.32,26.48,45.43,1143.59,10.86,14.48,Rice,Vegetative,Zaid,Canal,Reservoir,9.74,No,100.48,Central,Medium
Sandy,5.3,39.14,1.13,2.85,17.78,92.27,1053.15,10.67,13.01,Wheat,Flowering,Kharif,Sprinkler,Rainwater,0.63,Yes,82.77,Central,Low
Clay,4.88,32.52,0.3,2.43,24.87,84.69,1559.48,10.32,10.78,Potato,Vegetative,Kharif,Sprinkler,Groundwater,4.45,No,77.24,South,Medium
Clay,6.94,16.69,1.22,2.55,22.77,81.23,1102.33,4.24,1.11,Wheat,Flowering,Rabi,Rainfed,River,6.19,No,116.55,Central,Medium
Sandy,6.78,31.43,1.23,0.26,25.02,81.67,1472.45,9.97,16.27,Potato,Flowering,Kharif,Sprinkler,River,1.09,No,0.73,South,Medium
Clay,8.16,53.01,0.88,2.03,25.97,87.35,2154.26,9.43,10.45,Maize,Sowing,Rabi,Drip,Reservoir,12.44,Yes,64.0,Central,Low
Silt,7.82,58.71,0.75,3.3,14.77,85.56,355.07,7.49,2.56,Maize,Harvest,Rabi,Canal,Reservoir,4.34,Yes,84.57,West,Low
Sandy,6.2,48.05,1.4,0.23,14.8,89.97,610.37,6.28,4.25,Potato,Harvest,Rabi,Sprinkler,Reservoir,2.91,No,9.35,South,Low
Silt,6.06,11.41,1.32,1.09,19.82,90.41,2007.05,9.29,13.41,Cotton,Flowering,Rabi,Drip,Groundwater,13.86,Yes,46.11,East,Medium
Silt,5.81,46.21,1.58,0.28,15.47,45.88,570.16,4.75,2.0,Wheat,Vegetative,Kharif,Rainfed,River,0.4,No,85.91,North,Low
Clay,5.32,21.74,0.78,2.04,19.58,40.37,2264.13,8.55,17.45,Wheat,Flowering,Kharif,Canal,Groundwater,10.76,No,2.67,Central,Medium
Silt,5.27,25.97,1.48,0.5,12.74,70.02,1352.03,8.7,15.92,Wheat,Harvest,Zaid,Sprinkler,Groundwater,0.91,No,109.88,East,Low
Clay,5.25,19.16,0.41,1.73,22.52,33.63,204.66,7.88,6.47,Wheat,Vegetative,Rabi,Canal,Rainwater,5.41,No,56.01,East,High
Loamy,5.19,52.22,0.83,2.55,18.4,39.78,51.65,10.14,17.73,Maize,Sowing,Kharif,Sprinkler,Rainwater,4.4,No,22.36,North,Medium
Clay,5.62,44.97,0.9,0.66,38.76,79.11,1907.26,6.31,17.76,Wheat,Vegetative,Kharif,Sprinkler,Reservoir,6.44,No,59.62,South,Medium
Silt,5.84,42.87,0.87,2.67,37.74,70.45,2140.88,7.35,16.84,Cotton,Sowing,Zaid,Rainfed,Rainwater,5.05,No,7.0,South,Low
Loamy,8.07,46.07,1.11,0.3,21.01,70.56,599.66,9.31,6.5,Wheat,Harvest,Kharif,Rainfed,Rainwater,10.98,No,35.49,North,Low
Clay,6.77,21.5,0.52,0.61,26.26,91.54,601.95,9.02,13.29,Maize,Vegetative,Rabi,Drip,Groundwater,9.64,No,119.56,East,Medium
Silt,8.16,33.34,1.43,1.05,40.67,71.73,2385.26,7.94,9.3,Cotton,Vegetative,Rabi,Rainfed,Rainwater,7.72,Yes,63.69,East,Low
Sandy,6.07,44.1,1.02,2.81,27.72,55.16,1640.47,5.9,11.01,Maize,Vegetative,Rabi,Rainfed,River,5.54,Yes,9.82,Central,Low
Sandy,6.36,44.29,1.48,2.99,37.45,44.62,419.04,6.06,8.49,Potato,Harvest,Kharif,Drip,Rainwater,1.38,Yes,94.41,Central,Low
Clay,5.9,53.14,0.3,0.85,36.79,48.7,1121.47,9.19,0.58,Potato,Flowering,Kharif,Drip,River,9.67,No,8.98,North,Medium
Clay,5.42,24.36,1.12,0.43,40.24,44.45,2276.09,4.04,0.69,Cotton,Sowing,Rabi,Drip,Reservoir,4.16,Yes,53.0,North,Low
Sandy,5.29,51.91,0.84,2.98,21.17,27.45,1552.94,8.57,15.57,Cotton,Vegetative,Rabi,Rainfed,Reservoir,3.89,Yes,109.64,Central,Low
Silt,8.01,33.09,0.96,2.31,13.3,43.31,1018.67,5.74,18.95,Wheat,Harvest,Rabi,Canal,River,11.34,Yes,3.44,South,Low
Silt,8.16,46.2,1.27,0.64,15.12,83.48,377.58,8.71,4.98,Sugarcane,Harvest,Rabi,Sprinkler,Groundwater,4.74,No,113.82,North,Low
Silt,4.95,33.98,0.6,2.0,29.14,75.98,1815.0,5.31,11.11,Maize,Flowering,Kharif,Drip,Groundwater,11.2,Yes,42.89,South,Low
Clay,5.31,62.07,0.57,3.07,27.91,68.53,690.91,6.64,6.47,Cotton,Flowering,Rabi,Rainfed,Rainwater,11.33,No,5.55,West,Low
Loamy,6.24,18.22,1.21,0.34,20.95,88.15,1414.78,9.28,9.81,Cotton,Harvest,Kharif,Sprinkler,Rainwater,2.59,Yes,63.36,West,Low
Loamy,5.43,46.48,0.98,0.38,19.46,43.49,1500.35,9.29,2.8,Maize,Sowing,Zaid,Rainfed,River,4.6,No,90.47,Central,Low
Loamy,6.04,40.86,0.6,1.03,33.28,65.44,1388.62,5.47,14.65,Maize,Sowing,Rabi,Canal,Rainwater,8.69,Yes,33.0,South,Low
Loamy,5.24,17.85,0.93,2.32,22.22,27.19,616.23,6.63,10.57,Rice,Vegetative,Kharif,Canal,River,14.74,Yes,48.1,South,Medium
Loamy,6.35,11.76,0.9,0.71,30.12,87.44,1770.69,7.52,6.52,Maize,Harvest,Zaid,Sprinkler,Groundwater,5.37,Yes,112.74,East,Low
Clay,5.72,53.55,1.2,2.88,33.37,56.34,1415.13,8.11,13.44,Sugarcane,Harvest,Kharif,Sprinkler,River,12.94,No,85.93,South,Low
Clay,6.0,16.97,0.3,2.65,24.91,37.45,1009.21,9.2,10.47,Sugarcane,Flowering,Zaid,Drip,Rainwater,13.0,Yes,106.51,East,Medium
Loamy,5.12,18.63,1.06,2.01,17.8,41.75,130.33,4.17,8.38,Sugarcane,Sowing,Rabi,Drip,Reservoir,4.94,Yes,116.49,South,Medium
Clay,6.26,63.77,1.09,0.49,37.82,84.38,828.16,4.81,10.9,Rice,Flowering,Zaid,Drip,River,14.46,No,1.72,East,Medium
Clay,8.14,48.88,1.27,3.46,14.81,32.62,881.12,5.1,19.1,Rice,Harvest,Zaid,Sprinkler,Groundwater,1.14,No,61.18,South,Low
Loamy,5.92,22.28,1.46,1.77,36.88,89.76,1977.91,5.33,1.85,Potato,Flowering,Zaid,Rainfed,River,4.13,No,6.96,Central,Medium
Silt,7.78,41.68,0.87,1.64,37.1,51.14,1283.62,4.21,18.52,Potato,Harvest,Rabi,Sprinkler,Rainwater,7.97,Yes,82.61,South,Low
Clay,7.67,38.44,0.75,3.48,29.13,42.58,2330.3,10.44,2.96,Rice,Harvest,Kharif,Canal,Groundwater,1.62,Yes,7.19,East,Low
Silt,8.04,56.13,0.43,3.04,30.88,48.23,1876.82,5.14,4.52,Cotton,Vegetative,Kharif,Canal,Groundwater,12.13,Yes,14.4,North,Low
Clay,7.49,49.57,0.74,1.65,22.74,53.63,1345.01,4.52,19.59,Potato,Flowering,Rabi,Canal,Rainwater,3.0,No,75.77,North,Medium
Clay,7.04,55.41,0.39,1.52,37.25,63.37,422.21,7.3,16.3,Wheat,Flowering,Rabi,Rainfed,Rainwater,13.57,Yes,6.01,North,Medium
Loamy,7.71,20.06,1.34,0.43,19.91,66.08,552.58,10.59,7.36,Rice,Harvest,Rabi,Sprinkler,Rainwater,14.63,No,102.9,East,Low
Clay,5.06,44.49,1.35,3.25,28.79,56.35,400.2,10.75,8.39,Potato,Flowering,Rabi,Canal,Rainwater,11.1,No,9.69,East,Low
Sandy,6.37,10.29,0.84,2.97,12.05,56.25,1107.13,8.73,6.33,Wheat,Sowing,Rabi,Sprinkler,River,9.54,Yes,83.98,East,Low
Sandy,8.16,11.93,0.64,1.15,40.2,44.97,1806.31,5.25,4.89,Wheat,Harvest,Rabi,Sprinkler,Groundwater,8.91,Yes,113.34,North,Low
Loamy,7.42,48.67,0.45,2.66,40.45,51.87,1898.31,4.03,1.69,Wheat,Harvest,Rabi,Canal,River,10.67,No,101.25,West,Low
Silt,8.07,9.39,1.41,2.69,33.31,57.7,240.38,6.35,1.16,Sugarcane,Sowing,Kharif,Canal,River,13.26,No,66.55,West,Medium
Silt,7.45,41.05,1.44,0.87,24.7,66.83,1239.78,4.88,10.28,Rice,Vegetative,Zaid,Canal,Rainwater,10.78,Yes,104.52,Central,Low
Silt,7.77,55.9,0.65,2.19,17.36,34.15,1203.6,9.29,10.84,Potato,Flowering,Zaid,Drip,Rainwater,12.02,Yes,113.62,North,Low
Sandy,7.2,29.66,1.11,0.97,26.77,78.48,1097.22,10.78,15.35,Maize,Vegetative,Rabi,Rainfed,River,4.42,No,43.06,East,Medium
Silt,7.39,10.56,0.64,2.79,35.74,72.64,753.04,4.59,2.35,Maize,Sowing,Zaid,Canal,River,12.44,No,106.22,North,Medium
Silt,6.58,48.69,0.59,0.62,30.16,45.91,1189.52,6.78,10.54,Potato,Vegetative,Rabi,Rainfed,Rainwater,2.85,Yes,61.56,East,Medium
Loamy,7.94,60.99,0.33,2.37,27.82,57.15,1291.52,10.32,18.53,Sugarcane,Harvest,Zaid,Rainfed,Reservoir,0.71,Yes,115.49,North,Low
Silt,7.61,48.88,1.05,1.21,37.48,91.29,1499.24,9.1,17.13,Cotton,Vegetative,Zaid,Sprinkler,Reservoir,7.68,No,90.76,South,Medium
Sandy,7.67,40.97,0.49,0.22,21.39,26.43,943.41,10.09,10.92,Potato,Flowering,Zaid,Canal,Groundwater,6.54,Yes,46.38,South,Low
Sandy,7.09,21.11,0.32,0.52,37.8,81.79,2362.75,10.46,3.11,Cotton,Harvest,Zaid,Drip,River,4.92,No,82.29,West,Medium
Sandy,5.84,8.88,0.44,2.33,25.18,60.82,847.1,6.89,3.54,Rice,Flowering,Kharif,Rainfed,Groundwater,2.78,Yes,47.89,East,Medium
Loamy,4.92,47.6,0.71,0.92,12.07,68.32,2237.63,8.86,9.81,Maize,Harvest,Kharif,Canal,Groundwater,6.44,No,96.01,South,Low
Loamy,7.98,21.17,1.17,2.25,33.96,72.92,2003.13,8.97,12.54,Potato,Flowering,Rabi,Sprinkler,Groundwater,10.96,No,118.36,East,High
Clay,6.79,56.92,0.56,1.51,38.34,56.92,1163.18,8.42,19.58,Wheat,Sowing,Zaid,Drip,Reservoir,12.63,Yes,69.83,North,Low
Silt,5.81,34.58,1.45,2.46,26.53,38.43,1240.78,6.28,16.71,Rice,Harvest,Rabi,Sprinkler,River,5.51,Yes,0.08,East,Low
Loamy,5.31,38.25,0.68,1.78,25.64,88.67,2174.65,9.83,8.58,Cotton,Harvest,Kharif,Canal,Groundwater,0.85,No,47.13,West,Low
Sandy,7.62,50.97,0.73,1.15,36.16,76.81,1231.81,9.38,7.33,Rice,Flowering,Rabi,Drip,Rainwater,2.82,Yes,55.48,North,Low
Sandy,7.64,52.43,0.58,0.6,38.54,64.17,1698.45,7.12,0.76,Maize,Harvest,Zaid,Rainfed,River,3.48,Yes,105.15,Central,Low
